pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
Kepler-549,b,Kepler-549 b,Transit,0,2,42.9495649,0.0001543,-0.0001543,0,,,,,,,,,,,,,,,,,,0.229,0.021,-0.015,0,,,,,0,1,0,1,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648,56.49,-40.6,0,646.97,7.15,-7.15,0,14.621,,0,Kepler-band,14.623,,0,5360,66.88,-72.9,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,2016-05-10,Kepler
Kepler-549,c,Kepler-549 c,Transit,0,2,117.040498,0.001777,-0.001777,0,,,,,,,,,,,,,,,,,,0.261,0.022,-0.053,0,,,,,1,1,0,1,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648,56.49,-40.6,0,646.97,7.15,-7.15,0,14.621,,0,Kepler-band,14.623,,0,5360,66.88,-72.9,0,0.88,0.04,-0.05,0,0.84,0.07,-0.05,0,2016-05-10,Kepler
Kepler-55,b,Kepler-55 b,Transit,0,5,27.9481449,0.00024,-0.00024,0,,,,,,,,,,,,,1.49,,,1,Mass,0.217,,,0,,,,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,9.69,-9.69,0,588.47,9.69,-9.69,0,15.791,,0,Kepler-band,15.781,,0,4503,100,-100,0,,,,,0.62,0.03,-0.03,0,2014-05-14,Kepler
Kepler-55,c,Kepler-55 c,Transit,0,5,42.1516418,0.00053,-0.00053,0,,,,,,,,,,,,,1.11,,,1,Mass,0.197,,,0,,,,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,9.69,-9.69,0,588.47,9.69,-9.69,0,15.791,,0,Kepler-band,15.781,,0,4503,100,-100,0,,,,,0.62,0.03,-0.03,0,2014-05-14,Kepler
Kepler-55,d,Kepler-55 d,Transit,0,5,2.211099,4E-06,-4E-06,0,0.029,,,0,,,,,,,,,,,,,,0.142,0.008,-0.008,0,,,,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,9.69,-9.69,0,588.47,9.69,-9.69,0,15.791,,0,Kepler-band,15.781,,0,4503,100,-100,0,,,,,0.62,0.03,-0.03,0,2014-05-14,Kepler
Kepler-55,e,Kepler-55 e,Transit,0,5,4.617534,2.1E-05,-2.1E-05,0,0.048,,,0,,,,,,,,,,,,,,0.138,0.021,-0.021,0,,,,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,9.69,-9.69,0,588.47,9.69,-9.69,0,15.791,,0,Kepler-band,15.781,,0,4503,100,-100,0,,,,,0.62,0.03,-0.03,0,2014-05-14,Kepler
Kepler-55,f,Kepler-55 f,Transit,0,5,10.198545,4.5E-05,-4.5E-05,0,0.081,,,0,,,,,,,,,,,,,,0.142,0.009,-0.009,0,,,,,1,1,0,1,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,588.47,9.69,-9.69,0,588.47,9.69,-9.69,0,15.791,,0,Kepler-band,15.781,,0,4503,100,-100,0,,,,,0.62,0.03,-0.03,0,2014-05-14,Kepler
Kepler-550,b,Kepler-550 b,Transit,0,1,8.60010411,4.25E-06,-4.25E-06,0,,,,,,,,,,,,,,,,,,0.394,0.03,-0.024,0,,,,,0,1,0,1,19h50m48.06s,297.70024,+47d51m49.5s,47.86375,563,46.87,-37.14,0,540.21,4.94,-4.94,0,14.486,,0,Kepler-band,14.472,,0,5322,98.03,-122.84,0,0.87,0.04,-0.05,0,0.83,0.06,-0.05,0,2016-05-10,Kepler
Kepler-551,b,Kepler-551 b,Transit,0,1,12.3764661,1.298E-05,-1.298E-05,0,,,,,,,,,,,,,,,,,,0.244,0.022,-0.013,0,,,,,0,1,0,1,19h01m56.41s,285.485043,+48d03m15.6s,48.054325,312,13.9,-12.89,0,313.99,2.12,-2.12,0,14.897,,0,Kepler-band,14.86,,0,4286,37.81,-34.92,0,0.65,0.03,-0.03,0,0.63,0.02,-0.02,0,2016-05-10,Kepler
Kepler-552,b,Kepler-552 b,Transit,0,1,5.26341577,2.9E-06,-2.9E-06,0,,,,,,,,,,,,,,,,,,0.352,0.073,-0.051,0,,,,,0,1,0,1,19h22m59.44s,290.747687,+48d14m31.2s,48.242012,834,174.97,-82.89,0,864.68,12.3,-12.3,0,14.279,,0,Kepler-band,14.262,,0,5863,103.85,-100.72,0,1.03,0.06,-0.06,0,1.04,0.22,-0.1,0,2016-05-10,Kepler
Kepler-553,b,Kepler-553 b,Transit,0,2,4.03046804,1.64E-06,-1.64E-06,0,,,,,,,,,,,,,,,,,,0.413,0.012,-0.016,0,,,,,0,1,0,1,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725,23.86,-22.31,0,743.92,13,-13,0,14.924,,0,Kepler-band,14.957,,0,5266,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,2016-05-10,Kepler
Kepler-553,c,Kepler-553 c,Transit,0,2,328.2399546,0.0003646,-0.0003646,0,,,,,,,,,,,,,,,,,,0.999,0.029,-0.028,0,,,,,0,1,0,1,19h54m12.20s,298.550829,+48d19m56.8s,48.332455,725,23.86,-22.31,0,743.92,13,-13,0,14.924,,0,Kepler-band,14.957,,0,5266,88.28,-74.44,0,0.92,0.03,-0.03,0,0.85,0.02,-0.02,0,2016-05-10,Kepler
Kepler-554,b,Kepler-554 b,Transit,0,1,1.90220856,4.1E-07,-4.1E-07,0,,,,,,,,,,,,,,,,,,0.383,0.024,-0.019,0,,,,,0,1,0,1,19h45m37.64s,296.406853,+51d21m29.4s,51.358154,642,41.59,-31.95,0,704.49,8.89,-8.89,0,14.313,,0,Kepler-band,14.296,,0,5447,76.54,-66.56,0,0.93,0.04,-0.03,0,0.92,0.06,-0.04,0,2016-05-10,Kepler
Kepler-555,b,Kepler-555 b,Transit,0,1,16.21775407,2.89E-05,-2.89E-05,0,,,,,,,,,,,,,,,,,,0.252,0.05,-0.026,0,,,,,0,1,0,1,19h02m04.04s,285.516852,+38d55m56.7s,38.932408,772,151.58,-83.63,0,1001.07,18.85,-18.85,0,14.2,,0,Kepler-band,14.161,,0,5894,117.98,-162.81,0,1.03,0.07,-0.07,0,1.04,0.21,-0.1,0,2016-05-10,Kepler
Kepler-556,b,Kepler-556 b,Transit,0,1,11.72292176,2.381E-05,-2.381E-05,0,,,,,,,,,,,,,,,,,,0.2,0.018,-0.011,0,,,,,0,1,0,1,19h22m07.07s,290.529444,+38d56m33.6s,38.942671,729,61.13,-40.19,0,687.88,9.42,-9.42,0,14.112,,0,Kepler-band,14.125,,0,5740,57.53,-49.06,0,1,0.03,-0.04,0,0.98,0.08,-0.05,0,2016-05-10,Kepler
Kepler-557,b,Kepler-557 b,Transit,0,1,3.70598955,4.87E-06,-4.87E-06,0,,,,,,,,,,,,,,,,,,0.238,0.071,-0.034,0,,,,,0,1,0,1,19h34m50.03s,293.708458,+41d36m54.5s,41.615135,1126,338.05,-167.88,0,2228.61,131.13,-131.13,0,14.641,,0,Kepler-band,14.639,,0,6068,151.79,-199.33,0,1.11,0.12,-0.09,0,1.16,0.35,-0.16,0,2016-05-10,Kepler
Kepler-558,b,Kepler-558 b,Transit,0,1,29.00790538,8.906E-05,-8.906E-05,0,,,,,,,,,,,,,,,,,,0.211,0.015,-0.012,0,,,,,0,1,0,1,18h58m37.89s,284.657888,+42d39m09.6s,42.652676,652,42.26,-39.71,0,674.64,10.23,-10.23,0,14.805,,0,Kepler-band,14.954,,0,5242,93.27,-66.35,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,2016-05-10,Kepler
Kepler-559,b,Kepler-559 b,Transit,0,1,17.58752333,2.056E-05,-2.056E-05,0,,,,,,,,,,,,,,,,,,0.322,0.057,-0.032,0,,,,,0,1,0,1,19h46m32.84s,296.636834,+43d48m10.1s,43.802792,793,145.36,-85.15,0,794.17,15.23,-15.23,0,14.743,,0,Kepler-band,14.742,,0,5630,200.63,-197.22,0,0.96,0.07,-0.06,0,0.95,0.17,-0.09,0,2016-05-10,Kepler
Kepler-56,b,Kepler-56 b,Transit,0,3,10.5016,0.0011,-0.001,0,0.1028,0.0037,-0.0037,0,,,,,,,,,0.07,0.012,-0.011,0,Mass,0.581,0.026,-0.025,0,0.442,0.08,-0.072,0,1,1,0,1,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,24.59,-24.59,0,936.96,24.59,-24.59,0,12.44,,0,Kepler-band,12.43,,0,4840,97,-97,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2014-05-14,Kepler
Kepler-56,c,Kepler-56 c,Transit,0,3,21.40239,0.00059,-0.00062,0,0.1652,0.0059,-0.0059,0,,,,,,,,,0.57,0.066,-0.06,0,Mass,0.874,0.041,-0.041,0,1.06,0.14,-0.13,0,1,1,0,1,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,24.59,-24.59,0,936.96,24.59,-24.59,0,12.44,,0,Kepler-band,12.43,,0,4840,97,-97,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2014-05-14,Kepler
Kepler-56,d,Kepler-56 d,Radial Velocity,0,3,1002,5,-5,0,2.16,0.08,-0.08,0,0.2,0.01,-0.01,0,,,,,5.61,0.38,-0.38,0,Msini,,,,,,,,,0,1,0,0,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,936.96,24.59,-24.59,0,936.96,24.59,-24.59,0,12.44,,0,Kepler-band,12.43,,0,4840,97,-97,0,1.32,0.13,-0.13,0,4.23,0.15,-0.15,0,2016-10-13,Multiple Observatories
Kepler-560,b,Kepler-560 b,Transit,0,1,18.47764449,1.517E-05,-1.517E-05,0,,,,,,,,,,,,,,,,,,0.153,0.008,-0.008,0,,,,,0,1,0,2,20h00m49.46s,300.206095,+45d01m05.3s,45.018147,88,4.78,-5.22,0,109.65,0.41,-0.41,0,14.708,,0,Kepler-band,14.751,,0,3556,30.41,-23.6,0,0.34,0.02,-0.02,0,0.33,0.02,-0.02,0,2016-05-10,Kepler
Kepler-561,b,Kepler-561 b,Transit,0,2,58.3620495,3.229E-05,-3.229E-05,0,,,,,,,,,,,,,,,,,,0.621,0.108,-0.054,0,,,,,1,1,0,1,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,667,118.62,-65.86,0,632.57,9.6,-9.6,0,14.361,,0,Kepler-band,14.332,,0,5646,175.4,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,2016-05-10,Kepler
Kepler-561,c,Kepler-561 c,Transit,0,2,5.35016198,4.43E-06,-4.43E-06,0,,,,,,,,,,,,,,,,,,0.239,0.038,-0.022,0,,,,,0,1,0,1,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,667,118.62,-65.86,0,632.57,9.6,-9.6,0,14.361,,0,Kepler-band,14.332,,0,5646,175.4,-189.65,0,0.96,0.07,-0.06,0,0.94,0.16,-0.08,0,2016-05-10,Kepler
Kepler-562,b,Kepler-562 b,Transit,0,1,18.00931444,9.9E-06,-9.9E-06,0,,,,,,,,,,,,,,,,,,0.465,0.057,-0.036,0,,,,,0,1,0,1,19h20m28.71s,290.119627,+46d16m25.7s,46.273811,822,102.89,-61.13,0,1021.74,23.6,-23.6,0,14.794,,0,Kepler-band,14.743,,0,5575,83.81,-85.33,0,0.93,0.05,-0.05,0,0.9,0.11,-0.06,0,2016-05-10,Kepler
Kepler-563,b,Kepler-563 b,Transit,0,1,22.18432708,2.5E-05,-2.5E-05,0,,,,,,,,,,,,,,,,,,0.276,0.015,-0.018,0,,,,,0,1,0,1,19h29m47.11s,292.446272,+46d17m23.2s,46.289776,557,30.85,-36.83,0,574.48,7.7,-7.7,0,14.767,,0,Kepler-band,14.739,,0,5066,80,-61.96,0,0.8,0.04,-0.05,0,0.77,0.04,-0.05,0,2016-05-10,Kepler
Kepler-564,b,Kepler-564 b,Transit,0,1,3.75083228,1.22E-06,-1.22E-06,0,,,,,,,,,,,,,,,,,,0.413,0.059,-0.032,0,,,,,0,1,0,1,19h47m21.21s,296.838379,+46d37m35.1s,46.626404,830,121.44,-68.27,0,884.83,15.45,-15.45,0,14.749,,0,Kepler-band,14.719,,0,5626,144.83,-126.35,0,0.95,0.06,-0.06,0,0.92,0.13,-0.07,0,2016-05-10,Kepler
Kepler-565,b,Kepler-565 b,Transit,0,1,4.24374723,2.93E-06,-2.93E-06,0,,,,,,,,,,,,,,,,,,0.325,0.045,-0.024,0,,,,,0,1,0,1,18h54m28.31s,283.617946,+47d11m48.1s,47.196686,1041,144.14,-81.93,0,,,,,15,,0,Kepler-band,,,,5735,80.65,-75.3,0,0.98,0.04,-0.06,0,0.95,0.13,-0.07,0,2016-05-10,Kepler
Kepler-566,b,Kepler-566 b,Transit,0,1,18.42794624,4.23E-05,-4.23E-05,0,,,,,,,,,,,,,,,,,,0.192,0.012,-0.012,0,,,,,0,1,0,1,19h26m13.08s,291.554496,+47d48m52.1s,47.81448,628,36.54,-36.05,0,573.48,8.78,-8.78,0,14.958,,0,Kepler-band,14.964,,0,5132,59.73,-80.24,0,0.83,0.04,-0.05,0,0.79,0.04,-0.04,0,2016-05-10,Kepler
Kepler-567,b,Kepler-567 b,Transit,0,1,16.54297375,4.149E-05,-4.149E-05,0,,,,,,,,,,,,,,,,,,0.201,0.013,-0.011,0,,,,,0,1,0,1,19h50m41.43s,297.672615,+48d18m08.3s,48.302315,568,34.35,-28.95,0,567.9,6.44,-6.44,0,14.687,,0,Kepler-band,14.669,,0,5148,106.09,-92.59,0,0.84,0.04,-0.04,0,0.79,0.04,-0.04,0,2016-05-10,Kepler
Kepler-568,b,Kepler-568 b,Transit,0,1,11.02347475,7.66E-06,-7.66E-06,0,,,,,,,,,,,,,,,,,,0.202,0.007,-0.007,0,,,,,0,1,0,1,19h52m25.37s,298.105708,+48d24m04.1s,48.40115,126,6.08,-5.58,0,131.14,0.5,-0.5,0,14.273,,0,Kepler-band,14.251,,0,3768,40.66,-39.79,0,0.55,0.02,-0.02,0,0.53,0.02,-0.02,0,2016-05-10,Kepler
Kepler-569,b,Kepler-569 b,Transit,0,1,34.18890521,6.016E-05,-6.016E-05,0,,,,,,,,,,,,,,,,,,0.282,0.02,-0.015,0,,,,,0,1,0,1,18h54m01.75s,283.507278,+48d33m09.4s,48.552605,645,44.7,-34.78,0,650.24,7.31,-7.31,0,14.106,,0,Kepler-band,14.082,,0,5616,66.28,-55.02,0,0.95,0.03,-0.04,0,0.93,0.07,-0.05,0,2016-05-10,Kepler
Kepler-57,b,Kepler-57 b,Transit,0,2,5.7293196,1.8E-05,-1.8E-05,0,,,,,,,,,,,,,18.86,,,1,Mass,0.195,,,0,,,,,1,1,0,1,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,656.23,8.89,-8.89,0,656.23,8.89,-8.89,0,14.809,,0,Kepler-band,14.774,,0,5145,,,0,0.83,,,0,0.73,,,0,2014-05-14,Kepler
Kepler-57,c,Kepler-57 c,Transit,0,2,11.6092567,8.6E-05,-8.6E-05,0,,,,,,,,,,,,,6.95,,,1,Mass,0.138,,,0,,,,,1,1,0,1,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,656.23,8.89,-8.89,0,656.23,8.89,-8.89,0,14.809,,0,Kepler-band,14.774,,0,5145,,,0,0.83,,,0,0.73,,,0,2014-05-14,Kepler
Kepler-570,b,Kepler-570 b,Transit,0,1,4.301662,3.1E-06,-3.1E-06,0,,,,,,,,,,,,,,,,,,0.219,0.03,-0.013,0,,,,,0,1,0,1,19h21m45.02s,290.437586,+48d47m30.8s,48.791885,642,89.44,-42.67,0,577.6,5.42,-5.42,0,14.332,,0,Kepler-band,14.329,,0,5496,71.37,-88.25,0,0.93,0.04,-0.04,0,0.9,0.12,-0.06,0,2016-05-10,Kepler
Kepler-571,b,Kepler-571 b,Transit,0,1,4.79859939,5.4E-06,-5.4E-06,0,,,,,,,,,,,,,,,,,,0.236,0.029,-0.015,0,,,,,0,1,0,1,19h06m12.24s,286.55102,+49d25m07.5s,49.418743,756,91.43,-50.1,0,739.24,10.18,-10.18,0,14.675,,0,Kepler-band,14.654,,0,5527,75.23,-79.46,0,0.93,0.04,-0.04,0,0.9,0.11,-0.05,0,2016-05-10,Kepler
Kepler-572,b,Kepler-572 b,Transit,0,1,17.20523483,2.222E-05,-2.222E-05,0,,,,,,,,,,,,,,,,,,0.23,0.016,-0.015,0,,,,,0,1,0,1,19h24m53.06s,291.221081,+50d34m52.7s,50.581303,532,37.23,-37.14,0,512.1,4.98,-4.98,0,14.472,,0,Kepler-band,14.485,,0,5212,89.47,-77.65,0,0.83,0.04,-0.05,0,0.79,0.05,-0.05,0,2016-05-10,Kepler
Kepler-573,b,Kepler-573 b,Transit,0,1,22.18329658,4.593E-05,-4.593E-05,0,,,,,,,,,,,,,,,,,,0.249,0.032,-0.021,0,,,,,0,1,0,1,19h18m05.08s,289.521162,+51d14m14.3s,51.237316,758,96.48,-63.26,0,788.98,10.51,-10.51,0,14.118,,0,Kepler-band,14.136,,0,5746,59.48,-51.43,0,0.99,0.03,-0.04,0,1.02,0.13,-0.08,0,2016-05-10,Kepler
Kepler-574,b,Kepler-574 b,Transit,0,1,7.65880414,1.346E-05,-1.346E-05,0,,,,,,,,,,,,,,,,,,0.213,0.029,-0.014,0,,,,,0,1,0,1,19h20m59.29s,290.247043,+52d08m56.9s,52.149136,747,99.38,-55.22,0,696.58,8.45,-8.45,0,14.528,,0,Kepler-band,14.539,,0,5612,116.01,-108.4,0,0.95,0.05,-0.05,0,0.91,0.12,-0.06,0,2016-05-10,Kepler
Kepler-575,b,Kepler-575 b,Transit,0,1,9.37891944,2.371E-05,-2.371E-05,0,,,,,,,,,,,,,,,,,,0.213,0.046,-0.019,0,,,,,0,1,0,1,19h07m51.33s,286.963889,+37d49m46.9s,37.8297,852,114.67,-75.7,0,875.39,15.16,-15.16,0,14.72,,0,Kepler-band,14.712,,0,5710,114.7,-145.72,0,0.97,0.06,-0.06,0,0.95,0.12,-0.08,0,2016-05-10,Kepler
Kepler-576,b,Kepler-576 b,Transit,0,1,29.91136794,9.909E-05,-9.909E-05,0,,,,,,,,,,,,,,,,,,0.292,0.075,-0.035,0,,,,,0,1,0,1,19h40m43.90s,295.18292,+38d39m15.2s,38.654231,698,175.33,-64.8,0,628.46,11.45,-11.45,0,14.424,,0,Kepler-band,14.382,,0,5672,95.54,-141.61,0,0.99,0.05,-0.06,0,0.97,0.24,-0.08,0,2016-05-10,Kepler
Kepler-577,b,Kepler-577 b,Transit,0,1,25.69578251,6.32E-05,-6.32E-05,0,,,,,,,,,,,,,,,,,,0.227,0.034,-0.013,0,,,,,0,1,0,1,19h38m50.86s,294.711927,+39d04m25.5s,39.073762,549,26.63,-31.82,0,532.15,7.62,-7.62,0,14.885,,0,Kepler-band,14.937,,0,4984,52.11,-41.61,0,0.78,0.04,-0.04,0,0.73,0.03,-0.04,0,2016-05-10,Kepler
Kepler-578,b,Kepler-578 b,Transit,0,1,1.6168837,1.23E-06,-1.23E-06,0,,,,,,,,,,,,,,,,,,0.178,0.016,-0.02,0,,,,,0,1,0,1,19h15m01.19s,288.75495,+39d33m49.2s,39.563656,568,48.98,-37.41,0,549.94,6.99,-6.99,0,14.411,,0,Kepler-band,14.411,,0,5334,117.14,-106.87,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,2016-05-10,Kepler
Kepler-579,b,Kepler-579 b,Transit,0,1,9.66857723,1.92E-05,-1.92E-05,0,,,,,,,,,,,,,,,,,,0.178,0.031,-0.016,0,,,,,0,1,0,1,19h40m00.49s,295.002039,+39d57m10.5s,39.952923,663,115.36,-63.37,0,538.98,5.18,-5.18,0,14.272,,0,Kepler-band,14.246,,0,5636,135.41,-185.6,0,0.99,0.06,-0.06,0,0.96,0.16,-0.08,0,2016-05-10,Kepler
Kepler-58,b,Kepler-58 b,Transit,0,3,10.2184954,0.00015,-0.00015,0,,,,,,,,,,,,,1.39,,,1,Mass,0.248,,,0,,,,,1,1,0,1,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,996.32,25.04,-25.04,0,996.32,25.04,-25.04,0,14.82,,0,Kepler-band,14.866,,0,6099,200,-200,0,,,,,1.13,0.53,-0.53,0,2014-05-14,Kepler
Kepler-58,c,Kepler-58 c,Transit,0,3,15.5741568,0.00027,-0.00027,0,,,,,,,,,,,,,2.19,,,1,Mass,0.255,,,0,,,,,1,1,0,1,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,996.32,25.04,-25.04,0,996.32,25.04,-25.04,0,14.82,,0,Kepler-band,14.866,,0,6099,200,-200,0,,,,,1.13,0.53,-0.53,0,2014-05-14,Kepler
Kepler-58,d,Kepler-58 d,Transit,0,3,40.101371,0.000612,-0.000612,0,0.236,,,0,,,,,,,,,,,,,,0.262,0.125,-0.125,0,,,,,0,1,0,1,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,996.32,25.04,-25.04,0,996.32,25.04,-25.04,0,14.82,,0,Kepler-band,14.866,,0,6099,200,-200,0,,,,,1.13,0.53,-0.53,0,2014-05-14,Kepler
Kepler-580,b,Kepler-580 b,Transit,0,1,8.22241966,9.79E-06,-9.79E-06,0,,,,,,,,,,,,,,,,,,0.229,0.026,-0.012,0,,,,,0,1,0,1,18h53m59.96s,283.499815,+40d33m10.1s,40.552805,333,11.86,-14.38,0,326.94,2.58,-2.58,0,15,,0,Kepler-band,14.95,,0,4298,49.14,-38.09,0,0.67,0.03,-0.03,0,0.64,0.02,-0.02,0,2016-05-10,Kepler
Kepler-581,b,Kepler-581 b,Transit,0,1,40.6069821,0.0001744,-0.0001744,0,,,,,,,,,,,,,,,,,,0.235,0.05,-0.026,0,,,,,0,1,0,1,19h41m43.87s,295.432782,+40d38m53.7s,40.648247,833,178.61,-97.73,0,717.99,13.92,-13.92,0,14.56,,0,Kepler-band,14.53,,0,5772,199.71,-191.78,0,1,0.08,-0.07,0,1,0.21,-0.11,0,2016-05-10,Kepler
Kepler-582,b,Kepler-582 b,Transit,0,1,18.49235668,2.487E-05,-2.487E-05,0,,,,,,,,,,,,,,,,,,0.328,0.049,-0.03,0,,,,,0,1,0,1,19h50m00.88s,297.503687,+41d03m25.3s,41.057021,751,117.55,-77.05,0,624.05,9.23,-9.23,0,14.915,,0,Kepler-band,14.913,,0,5564,218.22,-211.72,0,0.93,0.07,-0.07,0,0.91,0.13,-0.08,0,2016-05-10,Kepler
Kepler-583,b,Kepler-583 b,Transit,0,1,6.5100253,1.381E-05,-1.381E-05,0,,,,,,,,,,,,,,,,,,0.203,0.026,-0.013,0,,,,,0,1,0,1,18h48m26.72s,282.11133,+42d21m16.2s,42.354504,805,103.55,-53.2,0,889.44,13.73,-13.73,0,14.825,,0,Kepler-band,14.798,,0,5523,76.28,-106.08,0,0.94,0.04,-0.04,0,0.91,0.11,-0.06,0,2016-05-10,Kepler
Kepler-584,b,Kepler-584 b,Transit,0,1,35.1810304,9.392E-05,-9.392E-05,0,,,,,,,,,,,,,,,,,,0.376,0.142,-0.05,0,,,,,0,1,0,1,19h12m55.34s,288.230593,+42d24m49.0s,42.413624,1445,531.63,-187.67,0,1953.89,84.67,-84.67,0,14.856,,0,Kepler-band,14.814,,0,6195,110.21,-104.28,0,1.17,0.15,-0.09,0,1.24,0.46,-0.15,0,2016-05-10,Kepler
Kepler-585,b,Kepler-585 b,Transit,0,1,2.75235975,1.42E-06,-1.42E-06,0,,,,,,,,,,,,,,,,,,0.252,0.049,-0.024,0,,,,,0,1,0,1,19h06m06.84s,286.528499,+43d52m24.3s,43.873405,604,116.57,-43.82,0,595.22,5.69,-5.69,0,14.034,,0,Kepler-band,14.017,,0,5593,85.61,-77.08,0,0.96,0.06,-0.05,0,0.93,0.18,-0.06,0,2016-05-10,Kepler
Kepler-586,b,Kepler-586 b,Transit,0,1,2.10472218,9.2E-07,-9.2E-07,0,,,,,,,,,,,,,,,,,,0.249,0.032,-0.018,0,,,,,0,1,0,1,19h32m13.73s,293.05722,+45d33m04.3s,45.551193,707,94.29,-55.41,0,707.79,10.73,-10.73,0,14.427,,0,Kepler-band,14.412,,0,5575,149.33,-103.88,0,0.94,0.05,-0.05,0,0.92,0.12,-0.07,0,2016-05-10,Kepler
Kepler-587,b,Kepler-587 b,Transit,0,1,10.94027841,2.949E-05,-2.949E-05,0,,,,,,,,,,,,,,,,,,0.199,0.057,-0.015,0,,,,,0,1,0,1,19h14m40.97s,288.67069,+47d23m56.9s,47.399143,852,118.2,-66.23,0,806.12,12.4,-12.4,0,14.909,,0,Kepler-band,14.866,,0,5549,77.03,-70.06,0,0.92,0.04,-0.05,0,0.89,0.12,-0.06,0,2016-05-10,Kepler
Kepler-588,b,Kepler-588 b,Transit,0,1,4.22162536,4.75E-06,-4.75E-06,0,,,,,,,,,,,,,,,,,,0.235,0.045,-0.02,0,,,,,0,1,0,1,18h57m01.73s,284.25721,+47d41m20.2s,47.688953,972,179.87,-87.14,0,1253,29.3,-29.3,0,14.708,,0,Kepler-band,14.681,,0,5835,73.84,-83.13,0,1.01,0.05,-0.07,0,1,0.19,-0.08,0,2016-05-10,Kepler
Kepler-589,b,Kepler-589 b,Transit,0,1,16.54964934,4.571E-05,-4.571E-05,0,,,,,,,,,,,,,,,,,,0.203,0.016,-0.011,0,,,,,0,1,0,1,18h42m33.93s,280.641367,+47d45m07.0s,47.751954,643,46,-32.49,0,623.77,8.01,-8.01,0,14.68,,0,Kepler-band,14.661,,0,5296,61.13,-62.17,0,0.88,0.03,-0.04,0,0.83,0.06,-0.04,0,2016-05-10,Kepler
Kepler-59,b,Kepler-59 b,Transit,0,2,11.8681707,0.00036,-0.00036,0,,,,,,,,,,,,,2.05,,,1,Mass,0.098,,,0,,,,,1,1,0,1,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,1203.57,23.09,-23.09,0,1203.57,23.09,-23.09,0,14.307,,0,Kepler-band,14.279,,0,6074,,,0,1.04,,,0,0.94,,,0,2014-05-14,Kepler
Kepler-59,c,Kepler-59 c,Transit,0,2,17.9801235,0.0003,-0.0003,0,,,,,,,,,,,,,1.37,,,1,Mass,0.177,,,0,,,,,1,1,0,1,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,1203.57,23.09,-23.09,0,1203.57,23.09,-23.09,0,14.307,,0,Kepler-band,14.279,,0,6074,,,0,1.04,,,0,0.94,,,0,2014-05-14,Kepler
